emoji,emoji_names,raw
💰,money_bag,<U+0001F4B0>
💴,yen_banknote,<U+0001F4B4>
💵,dollar_banknote,<U+0001F4B5>
💶,euro_banknote,<U+0001F4B6>
💷,pound_banknote,<U+0001F4B7>
💸,money_with_wings,<U+0001F4B8>
💳,credit_card,<U+0001F4B3>
🧾,receipt,<U+0001F9FE>
💹,chart_increasing_with_yen,<U+0001F4B9>
💱,currency_exchange,<U+0001F4B1>
💲,heavy_dollar_sign,<U+0001F4B2>
✉️,envelope,<U+2709><U+FE0F>
📧,e_mail,<U+0001F4E7>
📨,incoming_envelope,<U+0001F4E8>
📩,envelope_with_arrow,<U+0001F4E9>
📤,outbox_tray,<U+0001F4E4>
📥,inbox_tray,<U+0001F4E5>
📦,package,<U+0001F4E6>
📫,closed_mailbox_with_raised_flag,<U+0001F4EB>
📪,closed_mailbox_with_lowered_flag,<U+0001F4EA>
📬,open_mailbox_with_raised_flag,<U+0001F4EC>
📭,open_mailbox_with_lowered_flag,<U+0001F4ED>
📮,postbox,<U+0001F4EE>
🗳️,ballot_box_with_ballot,<U+0001F5F3><U+FE0F>
✏️,pencil,<U+270F><U+FE0F>
✒️,black_nib,<U+2712><U+FE0F>
🖋️,fountain_pen,<U+0001F58B><U+FE0F>
🖊️,pen,<U+0001F58A><U+FE0F>
🖌️,paintbrush,<U+0001F58C><U+FE0F>
🖍️,crayon,<U+0001F58D><U+FE0F>
📝,memo,<U+0001F4DD>
💼,briefcase,<U+0001F4BC>
📁,file_folder,<U+0001F4C1>
📂,open_file_folder,<U+0001F4C2>
🗂️,card_index_dividers,<U+0001F5C2><U+FE0F>
📅,calendar,<U+0001F4C5>
📆,tear_off_calendar,<U+0001F4C6>
🗒️,spiral_notepad,<U+0001F5D2><U+FE0F>
🗓️,spiral_calendar,<U+0001F5D3><U+FE0F>
📇,card_index,<U+0001F4C7>
📈,chart_increasing,<U+0001F4C8>
📉,chart_decreasing,<U+0001F4C9>
📊,bar_chart,<U+0001F4CA>
📋,clipboard,<U+0001F4CB>
📌,pushpin,<U+0001F4CC>
📍,round_pushpin,<U+0001F4CD>
📎,paperclip,<U+0001F4CE>
🖇️,linked_paperclips,<U+0001F587><U+FE0F>
📏,straight_ruler,<U+0001F4CF>
📐,triangular_ruler,<U+0001F4D0>
✂️,scissors,<U+2702><U+FE0F>
🗃️,card_file_box,<U+0001F5C3><U+FE0F>
🗄️,file_cabinet,<U+0001F5C4><U+FE0F>
🗑️,wastebasket,<U+0001F5D1><U+FE0F>
🔒,locked,<U+0001F512>
🔓,unlocked,<U+0001F513>
🔏,locked_with_pen,<U+0001F50F>
🔐,locked_with_key,<U+0001F510>
🔑,key,<U+0001F511>
🗝️,old_key,<U+0001F5DD><U+FE0F>
🔨,hammer,<U+0001F528>
🪓,axe,<U+0001FA93>
⛏️,pick,<U+26CF><U+FE0F>
⚒️,hammer_and_pick,<U+2692><U+FE0F>
🛠️,hammer_and_wrench,<U+0001F6E0><U+FE0F>
🗡️,dagger,<U+0001F5E1><U+FE0F>
⚔️,crossed_swords,<U+2694><U+FE0F>
🔫,pistol,<U+0001F52B>
🏹,bow_and_arrow,<U+0001F3F9>
🛡️,shield,<U+0001F6E1><U+FE0F>
🔧,wrench,<U+0001F527>
🔩,nut_and_bolt,<U+0001F529>
⚙️,gear,<U+2699><U+FE0F>
🗜️,clamp,<U+0001F5DC><U+FE0F>
⚖️,balance_scale,<U+2696><U+FE0F>
🦯,probing_cane,<U+0001F9AF>
🔗,link,<U+0001F517>
⛓️,chains,<U+26D3><U+FE0F>
🧰,toolbox,<U+0001F9F0>
🧲,magnet,<U+0001F9F2>
⚗️,alembic,<U+2697><U+FE0F>
🧪,test_tube,<U+0001F9EA>
🧫,petri_dish,<U+0001F9EB>
🧬,dna,<U+0001F9EC>
🔬,microscope,<U+0001F52C>
🔭,telescope,<U+0001F52D>
📡,satellite_antenna,<U+0001F4E1>
💉,syringe,<U+0001F489>
🩸,drop_of_blood,<U+0001FA78>
💊,pill,<U+0001F48A>
🩹,adhesive_bandage,<U+0001FA79>
🩺,stethoscope,<U+0001FA7A>
🚪,door,<U+0001F6AA>
🛏️,bed,<U+0001F6CF><U+FE0F>
🛋️,couch_and_lamp,<U+0001F6CB><U+FE0F>
🪑,chair,<U+0001FA91>
🚽,toilet,<U+0001F6BD>
🚿,shower,<U+0001F6BF>
🛁,bathtub,<U+0001F6C1>
🪒,razor,<U+0001FA92>
🧴,lotion_bottle,<U+0001F9F4>
🧷,safety_pin,<U+0001F9F7>
🧹,broom,<U+0001F9F9>
🧺,basket,<U+0001F9FA>
🧻,roll_of_paper,<U+0001F9FB>
🧼,soap,<U+0001F9FC>
🧽,sponge,<U+0001F9FD>
🧯,fire_extinguisher,<U+0001F9EF>
🛒,shopping_cart,<U+0001F6D2>
🚬,cigarette,<U+0001F6AC>
⚰️,coffin,<U+26B0><U+FE0F>
⚱️,funeral_urn,<U+26B1><U+FE0F>
🗿,moai,<U+0001F5FF>
🏧,atm_sign,<U+0001F3E7>
🚮,litter_in_bin_sign,<U+0001F6AE>
🚰,potable_water,<U+0001F6B0>
♿,wheelchair_symbol,<U+267F>
🚹,men_s_room,<U+0001F6B9>
🚺,women_s_room,<U+0001F6BA>
🚻,restroom,<U+0001F6BB>
🚼,baby_symbol,<U+0001F6BC>
🚾,water_closet,<U+0001F6BE>
🛂,passport_control,<U+0001F6C2>
🛃,customs,<U+0001F6C3>
🛄,baggage_claim,<U+0001F6C4>
🛅,left_luggage,<U+0001F6C5>
⚠️,warning,<U+26A0><U+FE0F>
🚸,children_crossing,<U+0001F6B8>
⛔,no_entry,<U+26D4>
🚫,prohibited,<U+0001F6AB>
🚳,no_bicycles,<U+0001F6B3>
🚭,no_smoking,<U+0001F6AD>
🚯,no_littering,<U+0001F6AF>
🚱,non_potable_water,<U+0001F6B1>
🚷,no_pedestrians,<U+0001F6B7>
📵,no_mobile_phones,<U+0001F4F5>
🔞,no_one_under_eighteen,<U+0001F51E>
☢️,radioactive,<U+2622><U+FE0F>
☣️,biohazard,<U+2623><U+FE0F>
⬆️,up_arrow,<U+2B06><U+FE0F>
↗️,up_right_arrow,<U+2197><U+FE0F>
➡️,right_arrow,<U+27A1><U+FE0F>
↘️,down_right_arrow,<U+2198><U+FE0F>
⬇️,down_arrow,<U+2B07><U+FE0F>
↙️,down_left_arrow,<U+2199><U+FE0F>
⬅️,left_arrow,<U+2B05><U+FE0F>
↖️,up_left_arrow,<U+2196><U+FE0F>
↕️,up_down_arrow,|<U+FE0F>
↔️,left_right_arrow,-<U+FE0F>
↩️,right_arrow_curving_left,<U+21A9><U+FE0F>
↪️,left_arrow_curving_right,<U+21AA><U+FE0F>
⤴️,right_arrow_curving_up,<U+2934><U+FE0F>
⤵️,right_arrow_curving_down,<U+2935><U+FE0F>
🔃,clockwise_vertical_arrows,<U+0001F503>
🔄,counterclockwise_arrows_button,<U+0001F504>
🔙,back_arrow,<U+0001F519>
🔚,end_arrow,<U+0001F51A>
🔛,on_arrow,<U+0001F51B>
🔜,soon_arrow,<U+0001F51C>
🔝,top_arrow,<U+0001F51D>
🛐,place_of_worship,<U+0001F6D0>
⚛️,atom_symbol,<U+269B><U+FE0F>
🕉️,om,<U+0001F549><U+FE0F>
✡️,star_of_david,<U+2721><U+FE0F>
☸️,wheel_of_dharma,<U+2638><U+FE0F>
☯️,yin_yang,<U+262F><U+FE0F>
✝️,latin_cross,<U+271D><U+FE0F>
☦️,orthodox_cross,<U+2626><U+FE0F>
☪️,star_and_crescent,<U+262A><U+FE0F>
☮️,peace_symbol,<U+262E><U+FE0F>
🕎,menorah,<U+0001F54E>
🔯,dotted_six_pointed_star,<U+0001F52F>
♈,aries,<U+2648>
♉,taurus,<U+2649>
♊,gemini,<U+264A>
♋,cancer,<U+264B>
♌,leo,<U+264C>
♍,virgo,<U+264D>
♎,libra,<U+264E>
♏,scorpio,<U+264F>
♐,sagittarius,<U+2650>
♑,capricorn,<U+2651>
♒,aquarius,<U+2652>
♓,pisces,<U+2653>
⛎,ophiuchus,<U+26CE>
🔀,shuffle_tracks_button,<U+0001F500>
🔁,repeat_button,<U+0001F501>
🔂,repeat_single_button,<U+0001F502>
▶️,play_button,<U+25B6><U+FE0F>
⏩,fast_forward_button,<U+23E9>
⏭️,next_track_button,<U+23ED><U+FE0F>
⏯️,play_or_pause_button,<U+23EF><U+FE0F>
◀️,reverse_button,<U+25C0><U+FE0F>
⏪,fast_reverse_button,<U+23EA>
⏮️,last_track_button,<U+23EE><U+FE0F>
🔼,upwards_button,<U+0001F53C>
⏫,fast_up_button,<U+23EB>
🔽,downwards_button,<U+0001F53D>
⏬,fast_down_button,<U+23EC>
⏸️,pause_button,<U+23F8><U+FE0F>
⏹️,stop_button,<U+23F9><U+FE0F>
⏺️,record_button,<U+23FA><U+FE0F>
⏏️,eject_button,<U+23CF><U+FE0F>
🎦,cinema,<U+0001F3A6>
🔅,dim_button,<U+0001F505>
🔆,bright_button,<U+0001F506>
📶,antenna_bars,<U+0001F4F6>
📳,vibration_mode,<U+0001F4F3>
📴,mobile_phone_off,<U+0001F4F4>
♀️,female_sign,+<U+FE0F>
♂️,male_sign,><U+FE0F>
⚕️,medical_symbol,<U+2695><U+FE0F>
♾️,infinity,<U+267E><U+FE0F>
♻️,recycling_symbol,<U+267B><U+FE0F>
⚜️,fleur_de_lis,<U+269C><U+FE0F>
🔱,trident_emblem,<U+0001F531>
📛,name_badge,<U+0001F4DB>
🔰,japanese_symbol_for_beginner,<U+0001F530>
⭕,hollow_red_circle,<U+2B55>
✅,check_mark_button,<U+2705>
☑️,check_box_with_check,<U+2611><U+FE0F>
✔️,check_mark,<U+2714><U+FE0F>
✖️,multiplication_sign,<U+2716><U+FE0F>
❌,cross_mark,<U+274C>
❎,cross_mark_button,<U+274E>
➕,plus_sign,<U+2795>
➖,minus_sign,<U+2796>
➗,division_sign,<U+2797>
➰,curly_loop,<U+27B0>
➿,double_curly_loop,<U+27BF>
〽️,part_alternation_mark,<U+303D><U+FE0F>
✳️,eight_spoked_asterisk,<U+2733><U+FE0F>
✴️,eight_pointed_star,<U+2734><U+FE0F>
❇️,sparkle,<U+2747><U+FE0F>
‼️,double_exclamation_mark,!<U+FE0F>
⁉️,exclamation_question_mark,<U+2049><U+FE0F>
❓,question_mark,<U+2753>
❔,white_question_mark,<U+2754>
❕,white_exclamation_mark,<U+2755>
❗,exclamation_mark,<U+2757>
〰️,wavy_dash,<U+3030><U+FE0F>
©️,copyright,<U+FE0F>
®️,registered,<U+FE0F>
™️,trade_mark,<U+FE0F>
#️⃣,keycap_,#<U+FE0F><U+20E3>
*️⃣,keycap_,*<U+FE0F><U+20E3>
0️⃣,keycap_0,0<U+FE0F><U+20E3>
1️⃣,keycap_1,1<U+FE0F><U+20E3>
2️⃣,keycap_2,2<U+FE0F><U+20E3>
3️⃣,keycap_3,3<U+FE0F><U+20E3>
4️⃣,keycap_4,4<U+FE0F><U+20E3>
5️⃣,keycap_5,5<U+FE0F><U+20E3>
6️⃣,keycap_6,6<U+FE0F><U+20E3>
7️⃣,keycap_7,7<U+FE0F><U+20E3>
8️⃣,keycap_8,8<U+FE0F><U+20E3>
9️⃣,keycap_9,9<U+FE0F><U+20E3>
🔟,keycap_10,<U+0001F51F>
🔠,input_latin_uppercase,<U+0001F520>
🔡,input_latin_lowercase,<U+0001F521>
🔢,input_numbers,<U+0001F522>
🔣,input_symbols,<U+0001F523>
🔤,input_latin_letters,<U+0001F524>
🅰️,a_button,<U+0001F170><U+FE0F>
🆎,ab_button,<U+0001F18E>
🅱️,b_button,<U+0001F171><U+FE0F>
🆑,cl_button,<U+0001F191>
🆒,cool_button,<U+0001F192>
🆓,free_button,<U+0001F193>
ℹ️,information,<U+2139><U+FE0F>
🆔,id_button,<U+0001F194>
Ⓜ️,circled_m,<U+24C2><U+FE0F>
🆕,new_button,<U+0001F195>
🆖,ng_button,<U+0001F196>
🅾️,o_button,<U+0001F17E><U+FE0F>
🆗,ok_button,<U+0001F197>
🅿️,p_button,<U+0001F17F><U+FE0F>
🆘,sos_button,<U+0001F198>
🆙,up_button,<U+0001F199>
🆚,vs_button,<U+0001F19A>
🈁,japanese_here_button,<U+0001F201>
🈂️,japanese_service_charge_button,<U+0001F202><U+FE0F>
🈷️,japanese_monthly_amount_button,<U+0001F237><U+FE0F>
🈶,japanese_not_free_of_charge_button,<U+0001F236>
🈯,japanese_reserved_button,<U+0001F22F>
🉐,japanese_bargain_button,<U+0001F250>
🈹,japanese_discount_button,<U+0001F239>
🈚,japanese_free_of_charge_button,<U+0001F21A>
🈲,japanese_prohibited_button,<U+0001F232>
🉑,japanese_acceptable_button,<U+0001F251>
🈸,japanese_application_button,<U+0001F238>
🈴,japanese_passing_grade_button,<U+0001F234>
🈳,japanese_vacancy_button,<U+0001F233>
㊗️,japanese_congratulations_button,<U+3297><U+FE0F>
㊙️,japanese_secret_button,<U+3299><U+FE0F>
🈺,japanese_open_for_business_button,<U+0001F23A>
🈵,japanese_no_vacancy_button,<U+0001F235>
🔴,red_circle,<U+0001F534>
🟠,orange_circle,<U+0001F7E0>
🟡,yellow_circle,<U+0001F7E1>
🟢,green_circle,<U+0001F7E2>
🔵,blue_circle,<U+0001F535>
🟣,purple_circle,<U+0001F7E3>
🟤,brown_circle,<U+0001F7E4>
⚫,black_circle,<U+26AB>
⚪,white_circle,<U+26AA>
🟥,red_square,<U+0001F7E5>
🟧,orange_square,<U+0001F7E7>
🟨,yellow_square,<U+0001F7E8>
🟩,green_square,<U+0001F7E9>
🟦,blue_square,<U+0001F7E6>
🟪,purple_square,<U+0001F7EA>
🟫,brown_square,<U+0001F7EB>
⬛,black_large_square,<U+2B1B>
⬜,white_large_square,<U+2B1C>
◼️,black_medium_square,<U+25FC><U+FE0F>
◻️,white_medium_square,<U+25FB><U+FE0F>
◾,black_medium_small_square,<U+25FE>
◽,white_medium_small_square,<U+25FD>
▪️,black_small_square,<U+25AA><U+FE0F>
▫️,white_small_square,<U+25AB><U+FE0F>
🔶,large_orange_diamond,<U+0001F536>
🔷,large_blue_diamond,<U+0001F537>
🔸,small_orange_diamond,<U+0001F538>
🔹,small_blue_diamond,<U+0001F539>
🔺,red_triangle_pointed_up,<U+0001F53A>
🔻,red_triangle_pointed_down,<U+0001F53B>
💠,diamond_with_a_dot,<U+0001F4A0>
🔘,radio_button,<U+0001F518>
🔳,white_square_button,<U+0001F533>
🔲,black_square_button,<U+0001F532>
🏁,chequered_flag,<U+0001F3C1>
🚩,triangular_flag,<U+0001F6A9>
🎌,crossed_flags,<U+0001F38C>
🏴,black_flag,<U+0001F3F4>
🏳️,white_flag,<U+0001F3F3><U+FE0F>
🏳️‍🌈,rainbow_flag,<U+0001F3F3><U+FE0F><U+200D><U+0001F308>
🏴‍☠️,pirate_flag,<U+0001F3F4><U+200D><U+2620><U+FE0F>
🇦🇨,flag_ascension_island,<U+0001F1E6><U+0001F1E8>
🇦🇩,flag_andorra,<U+0001F1E6><U+0001F1E9>
🇦🇪,flag_united_arab_emirates,<U+0001F1E6><U+0001F1EA>
🇦🇫,flag_afghanistan,<U+0001F1E6><U+0001F1EB>
🇦🇬,flag_antigua_barbuda,<U+0001F1E6><U+0001F1EC>
🇦🇮,flag_anguilla,<U+0001F1E6><U+0001F1EE>
🇦🇱,flag_albania,<U+0001F1E6><U+0001F1F1>
🇦🇲,flag_armenia,<U+0001F1E6><U+0001F1F2>
🇦🇴,flag_angola,<U+0001F1E6><U+0001F1F4>
🇦🇶,flag_antarctica,<U+0001F1E6><U+0001F1F6>
🇦🇷,flag_argentina,<U+0001F1E6><U+0001F1F7>
🇦🇸,flag_american_samoa,<U+0001F1E6><U+0001F1F8>
🇦🇹,flag_austria,<U+0001F1E6><U+0001F1F9>
🇦🇺,flag_australia,<U+0001F1E6><U+0001F1FA>
🇦🇼,flag_aruba,<U+0001F1E6><U+0001F1FC>
🇦🇽,flag_aland_islands,<U+0001F1E6><U+0001F1FD>
🇦🇿,flag_azerbaijan,<U+0001F1E6><U+0001F1FF>
🇧🇦,flag_bosnia_herzegovina,<U+0001F1E7><U+0001F1E6>
🇧🇧,flag_barbados,<U+0001F1E7><U+0001F1E7>
🇧🇩,flag_bangladesh,<U+0001F1E7><U+0001F1E9>
🇧🇪,flag_belgium,<U+0001F1E7><U+0001F1EA>
🇧🇫,flag_burkina_faso,<U+0001F1E7><U+0001F1EB>
🇧🇬,flag_bulgaria,<U+0001F1E7><U+0001F1EC>
🇧🇭,flag_bahrain,<U+0001F1E7><U+0001F1ED>
🇧🇮,flag_burundi,<U+0001F1E7><U+0001F1EE>
🇧🇯,flag_benin,<U+0001F1E7><U+0001F1EF>
🇧🇱,flag_st_barthelemy,<U+0001F1E7><U+0001F1F1>
🇧🇲,flag_bermuda,<U+0001F1E7><U+0001F1F2>
🇧🇳,flag_brunei,<U+0001F1E7><U+0001F1F3>
🇧🇴,flag_bolivia,<U+0001F1E7><U+0001F1F4>
🇧🇶,flag_caribbean_netherlands,<U+0001F1E7><U+0001F1F6>
🇧🇷,flag_brazil,<U+0001F1E7><U+0001F1F7>
🇧🇸,flag_bahamas,<U+0001F1E7><U+0001F1F8>
🇧🇹,flag_bhutan,<U+0001F1E7><U+0001F1F9>
🇧🇻,flag_bouvet_island,<U+0001F1E7><U+0001F1FB>
🇧🇼,flag_botswana,<U+0001F1E7><U+0001F1FC>
🇧🇾,flag_belarus,<U+0001F1E7><U+0001F1FE>
🇧🇿,flag_belize,<U+0001F1E7><U+0001F1FF>
🇨🇦,flag_canada,<U+0001F1E8><U+0001F1E6>
🇨🇨,flag_cocos_islands,<U+0001F1E8><U+0001F1E8>
🇨🇩,flag_congo_kinshasa,<U+0001F1E8><U+0001F1E9>
🇨🇫,flag_central_african_republic,<U+0001F1E8><U+0001F1EB>
🇨🇬,flag_congo_brazzaville,<U+0001F1E8><U+0001F1EC>
🇨🇭,flag_switzerland,<U+0001F1E8><U+0001F1ED>
🇨🇮,flag_cote_d_ivoire,<U+0001F1E8><U+0001F1EE>
🇨🇰,flag_cook_islands,<U+0001F1E8><U+0001F1F0>
🇨🇱,flag_chile,<U+0001F1E8><U+0001F1F1>
🇨🇲,flag_cameroon,<U+0001F1E8><U+0001F1F2>
🇨🇳,flag_china,<U+0001F1E8><U+0001F1F3>
🇨🇴,flag_colombia,<U+0001F1E8><U+0001F1F4>
🇨🇵,flag_clipperton_island,<U+0001F1E8><U+0001F1F5>
🇨🇷,flag_costa_rica,<U+0001F1E8><U+0001F1F7>
🇨🇺,flag_cuba,<U+0001F1E8><U+0001F1FA>
🇨🇻,flag_cape_verde,<U+0001F1E8><U+0001F1FB>
🇨🇼,flag_curacao,<U+0001F1E8><U+0001F1FC>
🇨🇽,flag_christmas_island,<U+0001F1E8><U+0001F1FD>
🇨🇾,flag_cyprus,<U+0001F1E8><U+0001F1FE>
🇨🇿,flag_czechia,<U+0001F1E8><U+0001F1FF>
🇩🇪,flag_germany,<U+0001F1E9><U+0001F1EA>
🇩🇬,flag_diego_garcia,<U+0001F1E9><U+0001F1EC>
🇩🇯,flag_djibouti,<U+0001F1E9><U+0001F1EF>
🇩🇰,flag_denmark,<U+0001F1E9><U+0001F1F0>
🇩🇲,flag_dominica,<U+0001F1E9><U+0001F1F2>
🇩🇴,flag_dominican_republic,<U+0001F1E9><U+0001F1F4>
🇩🇿,flag_algeria,<U+0001F1E9><U+0001F1FF>
🇪🇦,flag_ceuta_melilla,<U+0001F1EA><U+0001F1E6>
🇪🇨,flag_ecuador,<U+0001F1EA><U+0001F1E8>
🇪🇪,flag_estonia,<U+0001F1EA><U+0001F1EA>
🇪🇬,flag_egypt,<U+0001F1EA><U+0001F1EC>
🇪🇭,flag_western_sahara,<U+0001F1EA><U+0001F1ED>
🇪🇷,flag_eritrea,<U+0001F1EA><U+0001F1F7>
🇪🇸,flag_spain,<U+0001F1EA><U+0001F1F8>
🇪🇹,flag_ethiopia,<U+0001F1EA><U+0001F1F9>
🇪🇺,flag_european_union,<U+0001F1EA><U+0001F1FA>
🇫🇮,flag_finland,<U+0001F1EB><U+0001F1EE>
🇫🇯,flag_fiji,<U+0001F1EB><U+0001F1EF>
🇫🇰,flag_falkland_islands,<U+0001F1EB><U+0001F1F0>
🇫🇲,flag_micronesia,<U+0001F1EB><U+0001F1F2>
🇫🇴,flag_faroe_islands,<U+0001F1EB><U+0001F1F4>
🇫🇷,flag_france,<U+0001F1EB><U+0001F1F7>
🇬🇦,flag_gabon,<U+0001F1EC><U+0001F1E6>
🇬🇧,flag_united_kingdom,<U+0001F1EC><U+0001F1E7>
🇬🇩,flag_grenada,<U+0001F1EC><U+0001F1E9>
🇬🇪,flag_georgia,<U+0001F1EC><U+0001F1EA>
🇬🇫,flag_french_guiana,<U+0001F1EC><U+0001F1EB>
🇬🇬,flag_guernsey,<U+0001F1EC><U+0001F1EC>
🇬🇭,flag_ghana,<U+0001F1EC><U+0001F1ED>
🇬🇮,flag_gibraltar,<U+0001F1EC><U+0001F1EE>
🇬🇱,flag_greenland,<U+0001F1EC><U+0001F1F1>
🇬🇲,flag_gambia,<U+0001F1EC><U+0001F1F2>
🇬🇳,flag_guinea,<U+0001F1EC><U+0001F1F3>
🇬🇵,flag_guadeloupe,<U+0001F1EC><U+0001F1F5>
🇬🇶,flag_equatorial_guinea,<U+0001F1EC><U+0001F1F6>
🇬🇷,flag_greece,<U+0001F1EC><U+0001F1F7>
🇬🇸,flag_south_georgia_south_sandwich_islands,<U+0001F1EC><U+0001F1F8>
🇬🇹,flag_guatemala,<U+0001F1EC><U+0001F1F9>
🇬🇺,flag_guam,<U+0001F1EC><U+0001F1FA>
🇬🇼,flag_guinea_bissau,<U+0001F1EC><U+0001F1FC>
🇬🇾,flag_guyana,<U+0001F1EC><U+0001F1FE>
🇭🇰,flag_hong_kong_sar_china,<U+0001F1ED><U+0001F1F0>
🇭🇲,flag_heard_mcdonald_islands,<U+0001F1ED><U+0001F1F2>
🇭🇳,flag_honduras,<U+0001F1ED><U+0001F1F3>
🇭🇷,flag_croatia,<U+0001F1ED><U+0001F1F7>
🇭🇹,flag_haiti,<U+0001F1ED><U+0001F1F9>
🇭🇺,flag_hungary,<U+0001F1ED><U+0001F1FA>
🇮🇨,flag_canary_islands,<U+0001F1EE><U+0001F1E8>
🇮🇩,flag_indonesia,<U+0001F1EE><U+0001F1E9>
🇮🇪,flag_ireland,<U+0001F1EE><U+0001F1EA>
🇮🇱,flag_israel,<U+0001F1EE><U+0001F1F1>
🇮🇲,flag_isle_of_man,<U+0001F1EE><U+0001F1F2>
🇮🇳,flag_india,<U+0001F1EE><U+0001F1F3>
🇮🇴,flag_british_indian_ocean_territory,<U+0001F1EE><U+0001F1F4>
🇮🇶,flag_iraq,<U+0001F1EE><U+0001F1F6>
🇮🇷,flag_iran,<U+0001F1EE><U+0001F1F7>
🇮🇸,flag_iceland,<U+0001F1EE><U+0001F1F8>
🇮🇹,flag_italy,<U+0001F1EE><U+0001F1F9>
🇯🇪,flag_jersey,<U+0001F1EF><U+0001F1EA>
🇯🇲,flag_jamaica,<U+0001F1EF><U+0001F1F2>
🇯🇴,flag_jordan,<U+0001F1EF><U+0001F1F4>
🇯🇵,flag_japan,<U+0001F1EF><U+0001F1F5>
🇰🇪,flag_kenya,<U+0001F1F0><U+0001F1EA>
🇰🇬,flag_kyrgyzstan,<U+0001F1F0><U+0001F1EC>
🇰🇭,flag_cambodia,<U+0001F1F0><U+0001F1ED>
🇰🇮,flag_kiribati,<U+0001F1F0><U+0001F1EE>
🇰🇲,flag_comoros,<U+0001F1F0><U+0001F1F2>
🇰🇳,flag_st_kitts_nevis,<U+0001F1F0><U+0001F1F3>
🇰🇵,flag_north_korea,<U+0001F1F0><U+0001F1F5>
🇰🇷,flag_south_korea,<U+0001F1F0><U+0001F1F7>
🇰🇼,flag_kuwait,<U+0001F1F0><U+0001F1FC>
🇰🇾,flag_cayman_islands,<U+0001F1F0><U+0001F1FE>
🇰🇿,flag_kazakhstan,<U+0001F1F0><U+0001F1FF>
🇱🇦,flag_laos,<U+0001F1F1><U+0001F1E6>
🇱🇧,flag_lebanon,<U+0001F1F1><U+0001F1E7>
🇱🇨,flag_st_lucia,<U+0001F1F1><U+0001F1E8>
🇱🇮,flag_liechtenstein,<U+0001F1F1><U+0001F1EE>
🇱🇰,flag_sri_lanka,<U+0001F1F1><U+0001F1F0>
🇱🇷,flag_liberia,<U+0001F1F1><U+0001F1F7>
🇱🇸,flag_lesotho,<U+0001F1F1><U+0001F1F8>
🇱🇹,flag_lithuania,<U+0001F1F1><U+0001F1F9>
🇱🇺,flag_luxembourg,<U+0001F1F1><U+0001F1FA>
🇱🇻,flag_latvia,<U+0001F1F1><U+0001F1FB>
🇱🇾,flag_libya,<U+0001F1F1><U+0001F1FE>
🇲🇦,flag_morocco,<U+0001F1F2><U+0001F1E6>
🇲🇨,flag_monaco,<U+0001F1F2><U+0001F1E8>
🇲🇩,flag_moldova,<U+0001F1F2><U+0001F1E9>
🇲🇪,flag_montenegro,<U+0001F1F2><U+0001F1EA>
🇲🇫,flag_st_martin,<U+0001F1F2><U+0001F1EB>
🇲🇬,flag_madagascar,<U+0001F1F2><U+0001F1EC>
🇲🇭,flag_marshall_islands,<U+0001F1F2><U+0001F1ED>
🇲🇰,flag_north_macedonia,<U+0001F1F2><U+0001F1F0>
🇲🇱,flag_mali,<U+0001F1F2><U+0001F1F1>
🇲🇲,flag_myanmar,<U+0001F1F2><U+0001F1F2>
🇲🇳,flag_mongolia,<U+0001F1F2><U+0001F1F3>
🇲🇴,flag_macao_sar_china,<U+0001F1F2><U+0001F1F4>
🇲🇵,flag_northern_mariana_islands,<U+0001F1F2><U+0001F1F5>
🇲🇶,flag_martinique,<U+0001F1F2><U+0001F1F6>
🇲🇷,flag_mauritania,<U+0001F1F2><U+0001F1F7>
🇲🇸,flag_montserrat,<U+0001F1F2><U+0001F1F8>
🇲🇹,flag_malta,<U+0001F1F2><U+0001F1F9>
🇲🇺,flag_mauritius,<U+0001F1F2><U+0001F1FA>
🇲🇻,flag_maldives,<U+0001F1F2><U+0001F1FB>
🇲🇼,flag_malawi,<U+0001F1F2><U+0001F1FC>
🇲🇽,flag_mexico,<U+0001F1F2><U+0001F1FD>
🇲🇾,flag_malaysia,<U+0001F1F2><U+0001F1FE>
🇲🇿,flag_mozambique,<U+0001F1F2><U+0001F1FF>
🇳🇦,flag_namibia,<U+0001F1F3><U+0001F1E6>
🇳🇨,flag_new_caledonia,<U+0001F1F3><U+0001F1E8>
🇳🇪,flag_niger,<U+0001F1F3><U+0001F1EA>
🇳🇫,flag_norfolk_island,<U+0001F1F3><U+0001F1EB>
🇳🇬,flag_nigeria,<U+0001F1F3><U+0001F1EC>
🇳🇮,flag_nicaragua,<U+0001F1F3><U+0001F1EE>
🇳🇱,flag_netherlands,<U+0001F1F3><U+0001F1F1>
🇳🇴,flag_norway,<U+0001F1F3><U+0001F1F4>
🇳🇵,flag_nepal,<U+0001F1F3><U+0001F1F5>
🇳🇷,flag_nauru,<U+0001F1F3><U+0001F1F7>
🇳🇺,flag_niue,<U+0001F1F3><U+0001F1FA>
🇳🇿,flag_new_zealand,<U+0001F1F3><U+0001F1FF>
🇴🇲,flag_oman,<U+0001F1F4><U+0001F1F2>
🇵🇦,flag_panama,<U+0001F1F5><U+0001F1E6>
🇵🇪,flag_peru,<U+0001F1F5><U+0001F1EA>
🇵🇫,flag_french_polynesia,<U+0001F1F5><U+0001F1EB>
🇵🇬,flag_papua_new_guinea,<U+0001F1F5><U+0001F1EC>
🇵🇭,flag_philippines,<U+0001F1F5><U+0001F1ED>
🇵🇰,flag_pakistan,<U+0001F1F5><U+0001F1F0>
